field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34	field35	field36	field37	field38	field39	field40	field41	field42	field43	field44	field45	field46	field47	field48	field49	field50	field51	field52	field53	field54	field55	field56	field57	field58	field59	field60	field61	field62	field63	field64	field65
7802	32782	19	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	225	-1	225	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7803	1048582	19	1	0	0.1	0	7	19.29	0	0	1	4	37	38	-1	6	-1	6	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7804	1048582	19	1.6	-1.3	0	0	7	19.29	0	0	1	4	37	38	-1	6	-1	6	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7805	1048582	19	1.3	-2.3	0	0	7	19.29	0	0	1	4	37	38	-1	6	-1	6	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7806	1048582	19	2.1	-2	0.1	0	7	19.29	0	0	1	4	37	38	-1	6	-1	6	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7807	1048582	19	2.25	0	0.1	0	7	19.29	0	0	1	4	37	38	-1	6	-1	6	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7808	134276105	13	0	0	2.5	0.3	2	1	0	1.2	3	3	41	41	-1	474	128	123	0	50	10.29	0	2	0	0	121	-1	121	0	0	0	20	112	1	42	-1	-1	-1	1	0	1	0	0	8784320	0.3	3	0	1	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	534043
7809	-1040144211	16	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	0	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	13836	13834	-2113926144	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	534041
7812	34652427	5	-0.2	0	0.3	0	7	19.29	1	1	0	0	226	227	-1	227	128	123	0	2	19.29	0	0	0	0	228	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7813	134276105	13	0	0	0	0	40	29	0	0.5	3	3	41	41	-1	474	128	123	0	10	29.29	0	2	0	0	121	-1	121	0	0	0	19	112	1	42	-1	-1	-1	1	0	1	0	0	9306753	0	1	2	3	0	0	0	100	100	1	15	0	0	0	0	0	0	0	0	0	534043
7814	33587215	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7815	33587215	13	-3	0	-1	0	7	19.29	0	1	1	4	132	132	132	132	132	132	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7816	32779	21	0	0	0	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7817	37781517	4	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	474	474	0	7	19.29	0	0	1	4	37	38	39	0	1.047.198	3.141.593	20	17	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7818	33587209	2	0	0	-1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7819	33587215	0	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7820	33554434	21	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7821	33587208	13	0	0	-8	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7822	1179648	13	0.3	0	-0.2	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-122.173	0	-1	-1	-1	502	-1	-1	4	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7823	34635784	13	-1	1	-8	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33605632	0	0	0	0	0	0	0	0	0	20	20	20	0	0	0	0	0	0	0	0	534043
7824	0	14	-2	0	-10.7	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7825	-1073650669	13	-2	0	0	0	7	19.29	0	0	1	4	37	38	-1	26	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	436259842	0	0	0	0	0	0	0	0	0	20	0	40	0	0	0	0	0	0	0	0	534043
7826	34603008	15	-4.9	0	-10	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0.3490658	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7828	-1073691573	15	0	0	0	0	7	19.29	0	0	8	8	37	38	-1	26	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33605634	0	0	0	0	0	0	0	0	0	20	0	40	0	0	0	0	0	0	0	0	534043
7833	0	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7834	1799391244	1	0	0	-2.75	0	7	19.29	0	0	1	4	37	38	-1	102	25	25	0	7	19.29	0	0	1	4	37	38	39	0	1.396.263	3.141.593	-1	455	-1	-1	26	-1	-1	0.75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7836	1108379695	21	0	0	0.1	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	13837	13835	402653184	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	534043
7838	33587209	13	0	0	0	0	7	19.29	0	0	1	4	37	38	6	6	6	6	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7839	1241546792	5	0.1	0	0.2	0	7	19.29	0	0.05	1	1	-1	-1	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	16	-1	-1	-1	-1	-1	0.5	0	1	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7840	1645267467	1	0	0	0	0	7	19.29	0	1	0	4	37	38	-1	91	128	123	0	7	19.29	0	1	0	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	13836	13834	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534041
7841	1073742374	1	2	0	0	0	7	19.29	0	0	1	4	-1	-1	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34098177	0	0	0	0	0	5	0	0	0	20	20	0	0	0	0	0	0	0	75	0	534043
7842	1645250571	1	0	0	0	0	7	19.29	0	1	0	4	37	38	-1	91	128	123	0	7	19.29	0	1	0	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	13836	13834	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534041
7843	1074790406	13	0	0	0	0	2	19.29	0	5	1	4	42	42	41	41	41	41	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113909760	0	0	0	0	0	0	0	0	0	40	30	0	0	0	0	0	0	0	76	0	534043
7844	1074790438	13	2	0	0	0	7	19.29	0	0	1	4	-1	-1	-1	41	41	41	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113385471	0	0	0	0	0	5	0	0	0	20	20	0	0	0	0	0	0	0	77	0	534043
7845	1749026854	5	0.2	0.1	0	0	7	19.29	0	0.05	1	1	-1	-1	225	225	225	225	0	7	19.29	0	0	1	4	37	38	39	0	0	1.570.796	-1	16	-1	-1	-1	-1	-1	0.1	0	1	0	0	-2113909760	0	0	0	0	0	0	0	0	0	40	40	0	0	0	0	0	0	0	78	2	534043
7846	302547233	4	0	0	-0.5	0	75	0	0	0	0	0	37	38	-1	-1	-1	-1	0	40	19.29	0	0	20	30	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0.2	1	0	0	50331650	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	554	0	0	534043
7847	302547233	4	0	0	0.65	0	75	0	0	0	0	0	37	38	-1	-1	-1	-1	0	40	19.29	0	0	25	35	37	38	39	0	0	2.094.395	-1	-1	-1	-1	-1	-1	-1	0	0.2	1	0	0	50331650	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	554	0	0	534043
7848	302547235	4	0	0	-0.1	0	75	0	0	0	0	0	37	38	-1	40	40	40	0	40	19.29	0	0	15	30	37	38	39	0	0	-2.094.395	-1	-1	-1	-1	-1	-1	-1	0	0.2	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	534043
7849	302547235	4	0	0.6	0.3	0	75	0	0	0	0	0	37	38	-1	40	40	40	0	40	19.29	0	0	10	40	37	38	39	0	0	1.047.198	-1	-1	-1	-1	-1	-1	-1	0	0.2	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	534043
7850	302546979	4	0	-0.5	-0.6	0	75	0	0	0	0	0	37	38	-1	40	40	40	0	40	19.29	0	0	20	30	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0.2	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	534043
7851	-2113880055	2	-0.58	-0.25	-2.4	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0.174533	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	534043
7852	33587209	2	-0.98	-0.2	-2	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0.261799	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	534043
7853	33587209	1	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7854	33587215	15	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7855	33587209	1	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	5.759.586	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7856	1175486478	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	0	0	0	35717124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7857	1175486472	2	0	0	0.5	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	0	0	0	35717120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7858	1645250571	2	0	0	0	0	7	19.29	0	0	1	4	37	38	125	125	54	125	0.3	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534041
7859	1074823179	21	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	2	0	0	33555200	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	534043
7860	-502265344	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	436207640	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7861	1048582	1	-0.1	0	0	0	7	19.29	0	0	1	4	37	38	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	15.708	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7862	138445099	21	0	-0.2	0.15	0	7	19.29	0	0.3	1	4	132	132	132	132	132	132	0	7	19.29	3	5	1	1	37	38	39	0	0	0	20	16	-1	-1	-1	-1	-1	0.6	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7863	34635791	2	0.75	0	0.75	0	7	19.29	0	0	1	4	37	38	41	41	41	41	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7864	34635791	2	-0.75	0.3	0.75	0	7	19.29	0	0	1	4	37	38	41	41	41	41	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7865	34635791	2	-0.75	-0.3	0.75	0	7	19.29	0	0	1	4	37	38	41	41	41	41	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7873	1611663366	21	0	0	0	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	436731905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7874	33587215	21	0	0	0	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7875	1074791936	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	34130945	0	0	0	0	0	0	0	0	0	5	5	5	0	0	0	0	0	0	7	0	534043
7877	34635791	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	0	0	0	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7878	33587215	2	0	6	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	100663296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7880	1107347465	2	1.25	0	0	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	0	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7881	33587209	2	-1.25	0	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7882	33587209	2	-1.35	0.6	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7883	33587209	2	-1.05	-0.5	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7884	33587215	5	-0.5	0	0.1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7885	33587209	2	1.25	0	0	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	100728832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7886	33587209	2	-1.25	0	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7887	33587209	2	-1.35	0.6	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7888	33587209	2	-1.05	-0.5	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7891	33587208	13	0	0	-8	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7892	0	14	-2	0	-11	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7894	33587209	2	-1.25	0	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7895	33587209	2	-1.35	0.6	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7896	33587209	2	-1.05	-0.5	1.55	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7897	1074823177	2	0	0	0	0	7	19.29	0	1	0	4	37	38	-1	-1	-1	-1	0	7	19.29	0	1	0	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2147472384	0	0	0	0	0	0	0	0	0	10	0	0	0	586	0	0	0	0	0	0	534043
7898	33587209	2	5	0	-7.5	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	534043
7899	1644169223	21	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7900	33554443	21	-0.75	0	0.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7901	6	21	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7902	33587211	21	-0.75	0	0.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7903	33587208	13	0	0	-8	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7905	1729136651	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	14	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	402653184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534041
7907	1107347467	21	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7909	1645291543	1	0.15	0	-0.75	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	-0.5235988	-0.7853982	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2147333054	0	3	0	0	0	0	-5	3	0	40	40	0	0	0	0	0	0	0	194	0	534043
7910	1213259786	6	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	474	128	123	0	7	19.29	1.2	1.2	6	6	40	40	39	0	0	0	34	112	1	111	-1	-1	-1	1	0	1	0	0	48890177	3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	534043
7911	1213259786	7	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	474	128	123	0	7	19.29	1.2	1.2	6	6	40	40	39	0	0	0	34	112	1	111	-1	-1	-1	1	0	1	0	0	48890177	3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	534043
7912	1073774603	20	-1.5	0	4.85	0	7	19.29	0	0	1	4	37	38	-1	484	128	123	0	15	19.29	1	1	8	10	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
7913	32780	13	2	0.65	0	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	25	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	36	-1	-1	-1	0	0	1	0	0	33606656	0	0	0	0	0	0	0	15	0	30	20	50	0	0	0	0	0	0	0	0	534043
7914	32780	19	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	25	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
