field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15
2923	1742	213	0	341	0	0	0	0	0	0	1	0	0	0	-1
2924	1742	216	0	341	2	0	0	0	0	0	1	16	0	0	-1
2925	1741	16	0	341	2	9	0	0	0	0	1	2	1	0	-1
2926	1741	57	0	341	2	10	0	0	0	0	1	2	0	0	-1
2927	1741	58	0	341	2	11	0	0	0	0	1	2	0	0	-1
2928	1741	118	0	341	2	12	0	0	0	0	1	2	0	0	0
2929	1743	214	0	367	0	0	0	0	0	0	0.7	1	0	0	0
2930	1744	13	0	341	0	0	0	0	0	0	1.5	0	0	0	0
2931	1745	32	300	348	0	0	0	1	0	0	0	0	0	0	-1
2932	1746	28	0	341	0	0	0	0	0	0	1	0	0	0	-1
2933	1746	85	0	341	2	0	0	4	1	600	1	16	0	0	-1
2934	1747	114	0	345	0	0	0	0	0	0	2	0	0	0	-1
2935	1747	115	0	345	2	0	0	1	0	0	1	0	0	0	-1
2938	1748	126	0	367	0	0	0	1	0	0	1	0	0	0	-1
2939	1749	5	0	347	0	0	0	1	0	0	1	0	0	0	-1
2940	1749	124	0	348	0	0	0	1	0	0	1	0	0	0	-1
2941	1750	115	0	345	0	0	0	5	1	0	1.7	0	0	0	-1
2942	1750	107	800	349	0	0	0	0	0	0	0.7	0	0	0	-1
2943	1750	116	0	342	2	0	0	0	0	0	2	0	0	0	-1
2944	1747	107	0	348	0	0	0	3	0	800	0.7	0	0	0	-1
2945	1751	538	400	341	0	0	0	0	0	0	0	3	1	0	-1
2947	1752	0	400	341	0	0	0	2	0	300	3	3	0	0	-1
2950	1755	224	0	367	0	0	0	0	0	0	1	1	0	0	-1
2951	1756	193	0	367	0	0	0	0	0	0	1	0	0	0	0
2952	1757	1	0	367	0	0	0	0	0	0	0	1	0	0	-1
2953	1758	470	0	341	0	0	0	1	0	0	1	1	0	0	0
2954	1759	17	0	406	0	0	0	0	0	0	1	0	0	0	0
2955	1759	5	0	346	0	0	0	1	0	0	1	0	0	0	1
2956	1760	411	0	367	0	0	0	0	0	0	1	1	0	0	-1
2962	1763	112	0	342	0	0	0	0	0	0	0.5	0	0	0	-1
2963	1764	107	0	366	0	0	0	1	0	0	1	0	0	0	-1
2964	1765	112	0	342	0	0	0	0	0	0	1	0	0	0	-1
2965	1765	111	0	365	2	0	0	0	0	1000	1	0	0	0	-1
2966	1765	107	0	341	2	1	0	0	0	0	1	0	0	0	-1
2967	1766	474	0	348	0	0	0	0	0	0	1	0	0	0	0
2968	1766	100	0	345	0	0	0	0	0	0	1	0	0	0	1
2969	1767	181	50	341	0	0	0	4	0	300	1	0	0	0	1
2970	1767	181	350	341	2	0	0	4	1	600	-0.5	0	0	0	0
2971	1768	75	0	342	0	0	0	0	0	0	1	0	0	0	-1
2972	1768	115	0	342	1	0	2750	0	0	0	1	0	0	0	1
2992	1787	224	0	367	0	0	0	0	0	0	0.9	1	0	0	-1
2993	1788	224	0	367	0	0	0	0	0	0	0.8	1	0	0	-1
2994	1789	224	0	367	0	0	0	0	0	0	0.7	1	0	0	-1
2995	1790	224	0	367	0	0	0	0	0	0	0.6	1	0	0	-1
2996	1791	224	0	367	0	0	0	0	0	0	0.5	1	0	0	-1
2997	1792	224	0	367	0	0	0	4	0	2000	0.09999999	1	0	0	-1
2998	1792	224	200	367	2	0	0	0	0	0	1	1	0	0	-1
3004	1798	660	0	341	0	0	0	1	0	0	1	0	0	0	-1
3006	1800	39	0	342	0	0	0	0	0	0	-1	0	0	0	-1
3007	1800	125	0	348	0	0	1000	1	0	0	1	0	0	0	-1
3009	1800	193	0	345	2	0	0	1	0	0	1	0	0	0	-1
3010	1802	114	0	342	0	0	0	4	0	1000	1	0	0	0	-1
3011	1802	125	0	348	0	0	1000	1	0	0	1	0	0	0	-1
3012	1802	193	0	345	2	0	0	1	0	0	1	0	0	0	-1
3013	1803	39	0	342	0	0	0	0	0	0	-1	0	0	0	-1
3014	1803	125	0	348	2	0	0	1	0	0	1	0	0	0	-1
3015	1803	193	0	345	2	0	0	1	0	0	1	0	0	0	-1
3016	1801	40	0	341	0	0	0	1	0	0	1	0	0	0	-1
3017	1804	38	0	365	0	0	0	4	0	500	0.5	0	0	0	-1
3018	1804	125	0	348	2	0	0	0	0	0	0.6	0	0	0	-1
3019	1804	193	0	345	2	0	0	0	0	0	0.6	0	0	0	-1
3020	1805	125	0	348	0	0	0	1	0	0	1	0	0	0	-1
3021	1805	193	0	345	0	0	0	1	0	0	1	0	0	0	-1
3024	1806	39	0	341	0	0	0	0	0	0	-1	0	0	0	-1
3025	1807	39	0	341	0	0	0	0	0	0	-0.7	0	0	0	-1
3026	1808	38	0	341	0	0	0	0	0	0	1	2	0	0	-1
3027	1809	678	0	341	0	0	0	3	0	700	1	0	0	0	-1
3028	1809	676	0	341	2	0	0	0	0	0	1	32	0	8192	-1
3029	1809	678	0	341	2	1	0	0	3	0	1	0	0	0	-1
3030	1809	672	0	341	2	2	0	0	0	0	1	0	0	0	-1
3031	1809	678	0	341	2	3	0	0	4	0	1	0	0	0	-1
3032	1809	670	0	341	2	4	0	0	0	0	1	0	0	0	-1
3033	1809	688	0	341	2	5	0	0	6	0	1	0	0	0	-1
3035	1809	30	0	341	2	6	0	0	0	0	1	32	0	8192	-1
3036	1809	676	0	341	2	7	0	0	0	0	1	32	0	8192	-1
3037	1212	55	0	341	2	3	0	0	0	0	1	0	0	0	-1
3038	1212	26	0	341	2	4	0	0	6	0	1	0	0	0	-1
3040	1199	26	0	341	2	3	0	0	4	0	1	32	0	8192	-1
3041	1199	115	0	341	2	4	0	0	2	0	1	32	0	8192	-1
3042	1199	26	0	341	2	5	0	0	2	0	1	32	0	8192	-1
3043	1214	26	0	341	2	4	0	0	3	0	1	0	0	0	-1
3045	558	106	0	341	2	2	0	0	0	0	1	0	0	0	-1
3046	558	48	0	341	2	3	0	0	0	0	1	0	0	0	-1
3047	1810	110	0	341	0	0	0	3	0	500	1	0	0	0	-1
3048	1810	49	0	341	2	0	0	0	0	0	1	0	0	0	-1
3049	1810	48	0	341	2	1	0	0	0	0	1	0	0	0	-1
3050	1810	106	0	341	2	2	0	0	0	0	1	0	0	0	-1
3051	1810	48	0	341	2	3	0	0	0	0	1	0	0	0	-1
3052	1811	109	0	341	0	0	0	3	0	500	1	0	0	0	-1
3053	1811	46	0	341	2	0	0	0	0	0	1	0	0	0	-1
3054	1811	29	0	341	2	1	0	0	0	0	1	0	0	0	-1
3055	1812	61	0	341	0	0	0	1	0	0	0.5	0	0	0	0
3056	1813	37	0	342	0	0	0	0	0	0	1.5	0	0	0	-1
3057	1813	38	0	410	2	0	0	1	0	0	1	0	0	0	-1
3059	1814	39	0	366	0	0	0	0	0	0	1	0	0	0	-1
3060	1815	14	0	409	0	0	0	1	0	0	0.2	0	0	0	-1
3064	1817	670	0	348	0	0	0	0	0	0	1.6	0	0	0	-1
3065	1818	668	0	343	0	0	0	0	0	0	1	0	0	0	-1
3066	1819	704	0	370	0	0	0	0	0	0	1	0	0	2048	-1
3067	1819	702	0	370	2	0	0	1	0	0	1	0	0	2048	-1
3068	1820	706	0	363	0	0	0	0	0	0	1	0	0	0	-1
3069	1821	123	0	693	0	0	0	0	0	0	0.09999999	0	0	0	0
3071	1822	124	0	367	0	0	0	1	0	0	0.09999999	0	0	0	-1
3072	1823	0	0	343	0	0	0	0	0	0	1	0	0	0	-1
3073	1823	158	0	343	2	0	0	1	0	0	1	0	0	0	-1
3074	1824	159	0	343	0	0	0	0	0	0	1	0	0	0	-1
3075	1825	143	0	342	0	0	0	1	0	0	1	0	0	0	0
3076	1826	37	0	342	0	0	0	0	0	0	1.3	2	0	0	1
3077	1826	39	0	342	0	0	0	0	0	0	1.3	2	0	0	0
3078	1827	148	0	341	0	0	0	0	0	0	1	0	0	0	-1
3079	1827	149	0	341	2	0	0	0	0	0	1	16	0	0	-1
3080	1828	48	0	348	0	0	0	1	0	0	1	16	0	0	-1
3081	1829	237	0	367	0	0	0	0	0	0	0.5	1	0	0	-1
3082	1830	229	0	406	0	0	0	0	0	0	0.5	1	3	0	0
3090	1831	16	0	406	0	0	0	0	0	0	0.5	2	3	0	-1
3091	1832	61	200	403	0	0	0	1	0	0	0	16	0	0	-1
3098	1835	38	0	341	0	0	0	0	0	0	1	0	0	0	-1
3099	1835	181	180	341	2	0	0	4	1	1000	0.01	16	0	0	-1
3100	1836	181	0	341	0	0	0	0	0	0	-1	0	0	0	-1
3101	1837	42	1250	341	0	0	0	1	0	0	0	0	0	0	-1
3106	1840	9	0	367	0	0	0	0	0	0	1	0	0	0	-1
3107	1841	26	0	341	0	0	0	3	0	700	1	0	0	0	-1
3108	1841	26	0	341	2	0	0	0	3	0	1	0	0	0	-1
3109	1841	22	0	341	2	1	0	0	1	0	1	0	0	0	-1
3110	1841	58	0	341	2	2	0	0	0	0	1	0	0	0	-1
3111	1841	30	0	341	2	3	0	0	0	0	1	32	0	8192	-1
3112	1841	26	0	341	2	4	0	0	0	0	1	32	0	8192	-1
3117	1842	54	0	341	0	0	0	0	0	0	1	0	0	0	1
3118	1842	54	0	341	2	0	0	0	0	0	1	0	0	0	-1
3119	1843	666	0	341	0	0	0	1	0	0	-1	0	0	0	-1
3120	1844	53	430	406	0	0	0	0	0	0	0	0	0	0	0
3122	1845	213	0	342	0	0	0	0	0	0	1	0	0	0	-1
3123	1845	214	0	342	2	0	0	0	0	0	1	0	0	0	-1
3124	1846	53	0	406	0	0	0	0	0	0	0.4	0	0	0	0
3126	1847	442	0	366	0	0	0	0	0	0	1.1	1	0	0	-1
3128	1848	442	0	366	0	0	0	0	0	0	1.3	1	0	0	-1
3129	1849	27	0	341	0	0	0	0	0	0	1	0	0	0	-1
3130	1849	53	0	341	2	0	0	0	0	0	1	0	0	0	-1
3131	1849	27	0	341	2	1	0	0	0	0	1	0	0	0	-1
3132	1849	124	0	341	2	2	0	0	0	0	1	32	0	8192	-1
3133	1849	27	0	341	2	3	0	0	2	0	1	0	0	0	-1
3134	1849	22	0	341	2	4	0	0	0	0	1	0	0	0	-1
3135	1849	53	0	341	2	5	0	0	0	0	1	0	0	0	-1
3136	1849	27	0	341	2	6	0	0	4	0	1	0	0	0	-1
3137	1850	26	0	341	0	0	0	0	0	0	1	0	0	0	-1
3138	1850	53	0	341	2	0	0	0	0	0	1	0	0	0	-1
3139	1850	26	0	341	2	1	0	0	0	0	1	0	0	0	-1
3140	1850	124	0	341	2	2	0	0	0	0	1	32	0	8192	-1
3141	1850	26	0	341	2	3	0	0	2	0	1	0	0	0	-1
3142	1850	21	0	341	2	4	0	0	0	0	1	0	0	0	-1
3143	1850	53	0	341	2	5	0	0	0	0	1	0	0	0	-1
3144	1850	26	0	341	2	6	0	0	4	0	1	0	0	0	-1
3146	1852	636	0	343	0	0	0	0	0	0	1	0	0	2048	-1
3150	1855	121	500	341	0	0	0	2	0	1700	0.8	0	0	0	-1
3151	1856	411	0	367	0	0	0	3	0	1250	0.4	1	0	0	-1
3152	1856	411	500	367	2	0	0	0	0	0	0.2	17	0	0	-1
3154	1857	229	0	366	0	0	0	0	0	0	0.75	1	0	0	0
3155	1858	214	0	341	0	0	0	0	0	0	1	0	0	0	-1
3156	1859	4	0	372	0	0	0	1	0	0	1	0	0	0	-1
3157	1859	214	0	406	0	0	0	1	0	0	1	0	0	0	-1
3159	1860	25	0	341	0	0	0	0	0	0	0.35	0	0	0	-1
3160	1860	16	0	341	2	0	0	0	0	0	0.35	0	0	0	-1
3161	1860	676	0	341	2	0	0	0	0	0	0.35	0	3	0	-1
3162	1861	27	0	341	0	0	0	0	0	0	0.35	0	3	0	-1
3163	1861	18	0	341	2	0	0	0	0	0	0.35	0	0	0	-1
3164	1861	22	0	341	2	1	0	0	0	0	0.35	0	0	0	-1
3165	1860	674	0	341	2	2	0	0	0	0	0.35	0	0	0	-1
3166	1860	680	0	341	2	3	0	0	0	0	1	36	0	0	2
3167	1862	29	0	341	0	0	0	1	0	0	0	16	0	0	-1
3168	1863	52	0	342	0	0	0	1	0	0	0.2	0	0	0	-1
3169	1863	26	0	403	0	0	0	0	0	0	0.2	0	0	0	1
3170	1863	26	0	404	0	0	0	0	0	0	0.2	0	0	0	2
3171	1863	52	0	408	0	0	0	1	0	0	0.2	0	0	0	-1
3172	1864	214	0	366	0	0	0	0	0	0	1	1	0	0	0
3173	1864	124	0	411	0	0	0	1	0	0	1	0	0	0	-1
3174	1865	214	0	366	0	0	0	0	0	0	1	1	0	0	0
3175	1865	124	0	411	0	0	0	1	0	0	1	0	0	0	-1
3176	1866	217	0	367	0	0	0	0	0	0	1	1	0	0	0
3177	1861	58	0	341	2	2	0	0	0	0	0.35	36	0	0	0
3178	1867	40	0	345	0	0	0	0	0	0	0.7	0	0	0	0
3179	1867	85	0	348	0	0	0	0	0	0	0.5	0	0	0	1
3180	1868	124	0	341	0	0	0	0	0	0	0.6	0	0	0	0
3181	1869	74	0	370	0	0	0	0	0	0	1.5	0	0	0	0
3182	1870	45	0	341	0	0	0	5	1	0	1	0	0	0	-1
3183	1870	650	0	406	0	0	0	0	0	0	1	0	0	0	-1
3185	1871	1	0	342	0	0	0	0	0	1500	0.75	0	0	0	-1
3187	1870	9	0	367	2	1	0	0	0	0	1	0	0	0	-1
3188	1872	79	0	348	0	0	0	0	0	0	1	0	0	0	-1
3189	1873	208	0	348	0	0	0	0	0	0	1	0	0	0	-1
3190	1874	133	0	342	0	0	0	0	0	0	1	0	0	0	-1
3191	1875	9	0	341	0	0	0	0	0	0	1	0	0	0	-1
3192	1875	14	0	349	2	0	0	1	0	0	1	0	0	0	-1
3193	1875	114	0	345	2	0	0	1	0	0	1	0	0	0	-1
3194	1875	115	0	347	2	2	0	1	0	0	1	0	0	0	-1
3195	1876	114	0	345	0	0	0	0	0	0	1	0	0	0	-1
3196	1876	115	0	345	2	0	0	1	0	0	1	0	0	0	-1
3197	1877	17	0	367	0	0	0	0	0	0	1	2	0	0	-1
3198	1878	14	0	341	0	0	0	1	0	0	1	0	0	0	-1
3199	1879	218	0	341	0	0	0	0	2	0	0.67	0	0	0	1
3200	1880	185	0	409	0	0	0	0	0	0	1	0	0	0	-1
3201	1881	64	0	406	0	0	0	0	0	0	1	0	0	0	-1
3210	1879	22	0	341	2	0	0	0	0	0	0.5	0	0	0	-1
3211	1882	123	0	367	0	0	0	0	0	0	1	0	0	0	0
3216	1887	702	0	367	0	0	0	4	0	330	1	0	0	0	-1
3217	1887	706	0	367	2	0	0	0	0	0	1	0	0	0	-1
3218	1888	39	0	367	0	0	0	4	0	1550	-1	0	0	0	-1
3219	1888	121	0	367	2	0	0	0	0	0	1	0	0	0	-1
3222	1890	153	0	341	0	0	0	0	0	0	1	0	0	0	-1
3223	1890	149	0	341	2	0	0	0	0	0	1	0	0	0	1
3224	1891	134	0	363	0	0	0	0	0	0	0.8	0	0	0	0
3226	1892	143	0	342	0	0	0	1	0	0	1	0	0	0	-1
3227	1893	714	0	694	0	0	0	1	0	0	1	0	0	0	-1
3228	1894	62	700	341	0	0	0	3	0	300	0.6	2	1	0	0
3229	1895	57	0	341	0	0	0	4	0	400	1	0	0	0	-1
3230	1895	57	400	341	2	0	0	4	1	160	0.5	0	0	0	-1
3231	1895	57	480	341	2	1	0	4	2	600	0.25	0	0	0	-1
3232	1895	57	630	341	2	2	0	0	0	0	-1.5	0	0	0	-1
3233	1895	27	0	341	2	3	0	0	0	0	1	0	0	0	-1
3234	1896	193	0	361	0	0	0	0	0	0	1	0	0	0	0
3235	1897	229	0	345	0	0	0	0	0	0	1.25	1	3	0	0
3236	1897	354	0	406	0	0	0	0	0	0	1	1	0	0	-1
3237	1897	289	0	406	2	1	0	0	0	0	0.6	1	0	0	-1
3238	1897	242	0	406	2	2	0	0	0	0	1	1	0	0	-1
3239	1897	242	0	406	2	3	0	0	0	0	1	1	0	0	-1
3240	1897	289	0	406	2	4	0	0	0	0	0.6	1	0	0	1
3242	1898	158	0	367	0	0	0	0	0	0	0	1	0	0	0
3243	1899	127	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
3260	1902	107	0	348	0	0	0	2	0	500	0.25	128	0	0	-1
3261	1903	107	125	348	0	0	0	0	0	0	1	0	0	0	-1
3262	1904	97	0	372	0	0	0	1	0	0	1	0	0	0	-1
3263	1904	103	0	351	0	0	0	1	0	0	1	0	0	0	-1
3264	1905	245	0	341	0	0	0	0	0	0	0.75	1	0	0	-1
3265	1906	79	1650	341	0	0	0	4	0	6400	0.25	0	0	0	0
3266	1907	121	900	346	0	0	0	0	0	0	0	0	0	0	0
3267	1907	0	0	349	0	0	0	0	0	0	1	2	0	0	1
3268	1907	528	400	508	0	0	0	0	0	0	0	0	0	0	2
3271	1910	121	756	346	0	0	0	0	0	0	0	0	0	0	0
3272	1910	104	0	349	0	0	0	0	0	0	0.5	2	0	0	1
3273	1910	89	500	508	0	0	0	0	0	0	0	0	0	0	2
3274	1911	121	900	346	0	0	0	0	0	0	0	0	0	0	0
3275	1911	10	0	348	0	0	0	0	0	0	0.8	2	0	0	-1
3276	1911	0	0	349	0	0	0	5	1	0	1	2	0	0	2
3277	1911	528	400	508	2	1	0	0	0	0	0	0	0	0	3
3278	1912	131	0	341	0	0	0	0	0	0	-1	0	0	0	-1
3279	1912	41	0	342	0	0	0	0	0	3000	1	0	0	0	-1
3280	1913	16	0	341	0	0	0	4	0	200	2	2	1	0	-1
3281	1913	16	400	341	2	0	0	4	1	800	0.2	2	1	0	-1
3282	1913	16	600	341	2	1	0	0	0	0	2	2	1	0	-1
3283	1914	74	0	409	0	0	0	0	0	0	1	0	0	0	-1
3284	1911	74	0	409	2	1	0	0	0	0	0.8	2	0	0	4
3285	1915	126	0	345	0	0	0	1	0	0	0.75	0	0	0	-1
3286	1915	656	800	345	0	0	0	1	0	0	-1	0	0	0	-1
3287	1915	126	0	345	0	0	750	1	0	0	1	0	0	0	-1
3289	1915	74	0	508	0	0	0	2	0	2000	1	0	0	0	-1
3291	1915	69	0	348	0	0	0	1	0	0	1	2	2	0	-1
3306	1918	54	0	341	0	0	0	0	0	0	1.5	0	0	0	-1
3307	1919	670	0	342	0	0	0	4	0	1000	0.43	0	0	0	-1
3308	1920	670	430	342	0	0	0	0	0	0	1	0	0	0	-1
3309	1921	115	0	347	0	0	0	1	0	0	1	0	0	0	-1
3310	1921	26	0	350	0	0	0	1	0	0	0.4	0	0	0	-1
3311	1922	17	0	348	0	0	0	0	0	0	1	0	0	0	-1
3312	1923	42	0	348	0	0	0	1	0	0	0	0	0	0	-1
3313	1923	97	0	345	0	0	0	1	0	0	0	0	0	0	-1
3314	1924	0	0	341	0	0	0	4	0	200	0.75	0	0	0	0
3316	1925	61	0	348	0	0	0	0	0	0	1	0	0	0	1
3317	1925	97	0	348	2	0	0	0	0	0	1	0	0	0	0
3318	1926	89	0	341	0	0	0	2	0	3000	0.2	0	0	0	-1
3319	1927	89	600	341	0	0	0	0	0	0	0.2	0	0	0	-1
3320	1925	97	0	345	0	0	0	0	0	0	1	0	0	0	2
3321	1928	61	0	348	0	0	0	0	0	0	1	0	0	0	1
3322	1928	710	0	348	2	0	0	0	0	0	1	0	0	0	2
3323	1928	710	0	348	2	1	0	0	0	0	1	0	0	0	0
3324	1928	710	0	345	0	0	0	0	0	0	1	0	0	0	3
3325	1929	0	0	341	0	0	0	0	10	0	0.3	2	0	0	-1
3326	1929	0	0	341	2	0	0	0	0	0	1	2	1	0	0
3327	1930	16	600	346	0	0	0	4	0	2000	0.05	2	1	0	1
3328	1930	16	700	346	2	0	0	4	1	2000	-0.05	2	1	0	0
3329	1930	16	0	349	0	0	0	0	0	0	0.2	2	1	0	2
3330	1930	0	0	382	0	0	0	0	0	0	0.694	2	1	0	3
3331	1931	16	600	346	0	0	0	4	0	2000	0.05	2	1	0	1
3332	1931	16	700	346	2	0	0	4	1	2000	-0.05	2	1	0	0
3333	1931	10	0	349	0	0	0	0	0	0	0.2	0	0	0	3
3334	1931	16	0	349	2	2	0	0	0	0	0.3	2	0	0	4
3335	1931	16	0	349	2	3	0	0	0	0	0.5	2	0	0	5
3336	1931	16	0	349	2	4	0	0	0	0	0.3	2	0	0	2
3337	1932	148	130	341	0	0	0	1	0	0	0	16	0	0	-1
3338	1933	74	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
3339	1934	94	0	342	0	0	0	0	0	0	2	0	0	0	-1
3340	1935	39	300	342	0	0	0	4	0	325	-0.5	0	0	0	-1
3341	1935	39	80	342	2	0	0	4	1	175	0.95	0	0	0	-1
3342	1935	61	0	700	1	0	0	2	0	1000	1.75	0	0	0	-1
3343	1935	61	0	342	1	0	0	2	0	1000	1.75	0	0	0	-1
3350	1940	474	0	697	0	0	0	3	0	4000	1	0	0	0	-1
3354	1941	55	0	349	0	0	0	3	0	250	1	0	0	0	-1
3355	1941	55	250	349	2	0	0	3	0	4800	0	0	0	0	-1
3356	1942	102	0	372	0	0	0	1	0	0	1	0	0	0	-1
3357	1942	103	0	351	0	0	0	1	0	0	1	0	0	0	-1
3358	1943	97	0	372	0	0	0	0	0	0	1	0	0	0	0
3359	1943	199	0	348	0	0	0	0	0	0	1	0	0	0	1
3360	1944	97	0	372	0	0	0	0	0	0	1	0	0	0	0
3361	1944	60	0	351	0	0	0	0	0	0	1	0	0	0	1
3362	1945	97	0	372	0	0	0	0	0	0	1	0	0	0	0
3363	1945	80	0	351	0	0	0	0	0	0	1	0	0	0	2
3364	1945	68	0	351	0	0	0	0	0	0	1	0	0	0	1
3365	1946	57	0	341	0	0	0	2	0	1320	0.4	0	0	0	-1
3366	1946	57	600	341	2	0	0	0	0	0	1.5	0	0	0	-1
3367	1947	101	0	367	0	0	0	0	0	0	0.5	0	0	0	-1
3370	1948	99	0	367	0	0	0	0	0	0	0.5	0	0	0	-1
3373	1949	57	1000	341	0	0	0	0	0	0	0.5	0	0	0	-1
3374	1950	212	0	348	0	0	0	0	0	0	0.5	0	0	0	-1
3375	1951	212	0	406	0	0	0	0	0	0	0.2	0	0	0	-1
3378	1953	97	0	343	0	0	0	0	0	0	1	0	0	0	0
3379	1953	61	0	349	0	0	0	0	0	0	0.8	0	0	0	2
3380	1953	61	0	349	0	0	0	0	0	0	0.8	0	0	0	3
3381	1953	61	0	349	0	0	0	0	0	0	0.8	0	0	0	4
3382	1953	97	0	349	0	0	0	0	10	0	1	0	0	0	1
3384	1954	18	0	348	0	0	0	2	0	430	1	18	0	0	-1
3385	1954	18	430	348	0	0	0	1	0	0	0	18	0	32768	1
3386	1955	18	430	348	0	0	0	0	0	0	1	2	0	0	-1
3387	1956	18	750	341	0	0	0	1	0	0	1	2	2	0	-1
3388	1956	18	1000	348	0	0	0	1	0	0	0	18	2	0	1
3389	1957	18	1000	348	0	0	0	2	0	500	2	2	2	0	-1
3390	1958	53	0	382	0	0	0	0	0	0	0.7	0	0	0	1
3391	1958	9	0	382	2	0	0	0	0	0	0.6	0	0	0	0
3392	1959	1	2100	345	0	0	0	4	0	2000	0	0	0	0	0
3393	1959	0	0	348	0	0	0	0	0	0	1.5	2	1	0	1
3394	1960	131	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
3396	1960	131	0	341	2	0	0	0	0	0	-0.75	0	0	0	-1
3397	1960	74	200	348	2	1	0	3	0	1200	1	0	0	0	-1
3398	1960	74	1400	348	2	2	0	3	0	2000	-0.2	0	0	0	-1
3399	1960	74	1000	348	2	3	0	3	0	2000	0.2	0	0	0	3
3400	1960	193	0	346	0	0	0	0	0	0	0.5	0	0	0	5
3401	1962	74	1400	348	0	0	0	3	0	2000	-0.2	0	0	0	-1
3402	1962	74	1000	348	2	0	0	3	0	2000	0.2	0	0	0	0
3403	1962	193	0	346	0	0	0	0	0	0	0.5	0	0	0	2
3409	1964	208	0	348	0	0	0	0	0	0	1	0	0	0	0
3412	1966	9	0	367	0	0	0	2	0	600	1	0	0	0	-1
3413	1966	55	0	367	2	0	0	0	0	0	1	0	0	0	-1
3414	1966	121	0	367	2	1	0	4	2	900	1	0	0	0	-1
3415	1966	121	900	367	2	2	0	4	3	950	0.09999999	0	0	0	-1
3416	1967	19	0	341	0	0	0	2	0	1500	0.2	2	1	0	-1
3418	1968	19	300	341	0	0	0	0	0	0	1	2	1	0	-1
3420	1966	121	950	367	2	3	0	4	4	900	-0.09999999	0	0	0	-1
3421	1966	121	900	367	2	4	0	4	5	950	0.09999999	0	0	0	-1
3422	1966	121	950	367	2	5	0	4	6	900	-0.09999999	0	0	0	-1
3423	1966	121	900	367	2	6	0	4	7	950	0.09999999	0	0	0	-1
3424	1966	121	950	367	2	7	0	4	8	900	-0.09999999	0	0	0	-1
3425	1966	121	900	367	2	8	0	4	9	950	0.09999999	0	0	0	-1
3426	1966	121	950	367	2	9	0	4	10	900	-0.09999999	0	0	0	-1
3427	1966	121	900	367	2	10	0	4	11	950	0.09999999	0	0	0	-1
3428	1966	121	950	367	2	11	0	4	12	900	-0.09999999	0	0	0	-1
3429	1966	121	900	367	2	12	0	4	13	950	0.09999999	0	0	0	-1
3430	1966	121	950	367	2	13	0	4	14	900	-0.09999999	0	0	0	-1
3431	1966	121	900	367	2	14	0	4	15	100000	0	0	0	0	15
3432	1969	109	0	342	0	0	0	1	0	0	0.6	0	0	0	-1
3433	1969	43	0	409	0	0	0	1	0	0	0.2	0	0	0	-1
3434	1970	1	0	341	0	0	0	3	0	2000	1	2	0	0	-1
3435	1970	1	2000	341	2	0	0	3	0	4000	-1	2	0	0	-1
3440	1973	27	0	348	0	0	0	0	0	0	0.09999999	0	0	0	0
3441	1974	1	0	341	0	0	0	0	0	0	1	0	0	0	-1
3442	1974	6	0	341	2	0	0	0	0	0	1	0	0	0	1
3443	1975	5	400	342	0	0	0	1	0	0	0	0	0	0	-1
3444	1976	97	1000	346	0	0	0	0	0	0	0	0	0	0	-1
3445	1976	18	0	406	0	0	0	0	0	0	1	2	1	0	-1
3446	1977	27	0	341	0	0	0	0	0	0	1	0	0	0	0
3447	1978	89	0	341	0	0	0	2	0	700	0.25	0	0	0	-1
3448	1979	510	600	342	0	0	0	1	0	0	0	2	0	0	-1
3449	1979	111	0	384	0	0	0	1	0	0	1	0	0	0	-1
3450	1980	55	600	348	0	0	0	4	0	800	0.5	0	0	0	-1
3451	1980	55	1000	348	2	0	0	4	1	800	-0.5	0	0	0	0
3456	1983	65	430	413	0	0	0	1	0	0	0	0	0	0	-1
3457	1983	65	580	412	0	0	0	1	0	0	0	0	0	0	-1
3460	1985	121	1250	341	0	0	0	1	0	0	0	0	0	0	-1
3461	1986	115	0	410	0	0	0	1	0	0	0	0	0	0	-1
3462	1986	41	12320000	406	0	0	0	1	0	0	0	0	0	0	-1
3464	1986	6	0	411	0	0	0	1	0	0	0	0	0	0	-1
3465	1987	672	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
3466	1988	74	0	348	0	0	0	0	0	0	0.5	0	0	0	-1
3467	1988	193	0	345	0	0	0	0	0	0	0.5	0	0	0	-1
3468	1989	680	0	341	0	0	0	0	0	0	0.3	0	0	0	-1
3469	1990	0	0	367	0	0	0	1	0	0	0	2	0	0	-1
3470	1991	118	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
3471	1992	75	0	367	0	0	0	0	0	0	0.5	0	0	0	-1
3472	1992	115	0	367	1	0	2750	0	0	0	1	0	0	0	1
3473	1993	108	0	348	0	0	0	1	0	0	1	0	0	0	0
3474	1994	76	0	367	0	0	0	0	0	0	1.5	0	0	0	-1
3475	1995	76	0	367	0	0	0	0	0	0	2.5	0	0	0	-1
3476	1995	68	0	342	2	0	0	0	0	0	1.5	0	0	0	-1
3477	1996	74	0	342	0	0	0	0	0	0	1	0	0	0	-1
