field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24
12369	0	0	0	0	133044	0	0	0	0	0	0	7	0	0	0	0	0	76913	76946	0	0	0	0	0
12370	0	0	0	0	133044	0	0	0	0	0	0	7	0	0	0	0	0	78857	78890	0	0	0	0	0
12371	0	0	0	0	133044	0	0	0	0	0	0	7	0	0	0	0	0	93153	93184	0	0	0	0	0
12372	0	0	0	0	88674	0	0	0	0	0	0	7	0	0	0	0	0	99999	118280	0	0	0	0	0
12373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102594	0	0	114628	131956	0	0	0	0	0
12374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110212	110239	0	0	0	0	0
12375	0	0	0	0	0	0	1	0	0	0	0	0	0	0	131624	131656	0	131688	131719	0	0	0	0	0
12376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74525	0	0	0	0	0	0	0
12380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44183	44208	0	10827	10851	0	0	0	0	0
12383	0	0	0	0	0	0	2	1	0	0	0	0	0	0	31572	31595	0	31618	31640	0	0	0	0	0
12384	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	84826	84850	0	0
12385	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	95947	0	0	0
12386	0	0	0	0	133065	0	1	0	1	0	0	7	0	0	43295	43319	0	43343	43366	107587	107609	0	0	0
12387	0	0	0	0	133084	0	0	0	0	0	0	7	0	0	0	0	0	114171	114200	0	0	0	0	0
12388	0	0	0	0	133103	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8120	8144	0	0	0
12389	0	0	0	0	133116	0	1	0	1	0	0	7	0	0	46996	47021	0	47046	47070	133135	47275	0	0	0
12393	0	0	0	0	133158	0	1	0	1	0	0	7	0	0	107801	107826	0	107851	107875	83372	83395	0	0	0
12394	0	0	0	0	133177	0	0	0	0	0	0	7	0	0	0	0	0	112828	112858	0	0	0	0	0
12395	0	0	0	0	133196	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13456	13478	0	0	0
12397	0	0	0	0	133209	0	1	0	1	0	0	7	0	0	31776	31802	0	31828	31853	108935	108960	0	0	0
12399	0	0	0	0	133103	0	0	0	0	0	0	7	0	0	0	0	0	0	0	31140	31169	0	0	0
12400	0	0	0	0	133228	0	0	0	0	0	0	7	0	0	0	0	0	113039	113067	0	0	0	0	0
12402	0	0	0	0	133247	0	0	0	0	0	0	7	0	0	0	0	0	0	0	92613	92639	0	0	0
12403	34331	34358	99625	99625	133260	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12404	4307	0	12130	0	133276	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12410	0	0	0	0	50431	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12413	0	0	0	0	2125	0	0	0	0	0	0	7	0	0	0	0	0	0	0	72359	0	0	0	0
12415	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	97241	80183	0	0	0	0	0	0	0
12420	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	94948	94977	0	0	0	0	0	0	0
12422	0	0	0	0	133290	0	0	0	1	0	0	7	0	0	88857	0	0	88888	0	88947	88976	0	0	0
12423	0	0	0	0	133309	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12424	0	0	0	0	30032	0	0	0	0	0	0	7	0	0	0	0	0	0	0	88918	0	0	0	0
12425	0	0	0	0	133333	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12426	0	0	0	0	133116	0	0	0	1	0	0	7	0	0	0	0	0	117526	117556	116689	116718	0	0	0
12428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54470	0	0	104971	105004	0	0	0	0	0
12429	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	95947	95977	0	0
12430	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	96007	96038	0	0	0	0	0	0	0
12431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95917	130962	0	0	0
12432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70421	96952	0	0
12434	0	0	0	0	64142	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
12435	0	0	0	0	42353	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
12436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77941	0	0	79795	79828	0	0	0	0	0
12439	0	0	0	0	8613	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	82977	47819	0	0
12447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95094	0	0	95036	95065	0	0	0	0	0
12450	0	0	0	0	2600	0	1	0	0	0	0	10	0	0	0	5457	5476	0	0	0	0	0	0	0
12453	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	133350	133372	0	0	0
12456	0	0	0	0	133394	0	0	0	0	0	0	10	0	0	0	133408	0	0	0	0	0	0	0	0
12457	0	0	0	0	21	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	133432	133454	0	0
12464	0	0	0	0	29949	0	0	0	0	0	0	7	0	0	0	0	0	0	0	30728	0	0	0	0
12466	0	0	0	0	2249	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	133476	133503	0	0
12468	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	55862	133530	0	0	0	0	0	0	0
12469	0	0	0	0	133558	0	0	0	0	0	0	7	0	0	67748	67777	0	67806	67834	0	0	0	0	0
12473	35371	35395	98251	98251	19493	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12482	0	0	0	0	88423	0	0	0	0	0	0	7	0	0	102594	0	0	110212	110239	0	0	0	0	0
12485	87670	87697	102752	102752	3245	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12500	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	54714	54745	0	0	0	0	0	0	0
12503	29532	29559	29586	29586	3245	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12504	113931	113955	40744	40744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	0	0	40821	40846	0	0	0	0	0
12506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40795	0	0	0	0	0	0	0	0
12511	0	0	0	0	7992	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	30998	31021	0	0
12516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133571	133596	0	0	0
12517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105894	123741	0	105926	105957	0	0	0	0	0
12519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77169	0	0	0	0	0	0	0	0	0
12520	133621	133654	133687	133687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12521	133621	133654	133721	133721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133753	0	0	0	0
12523	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	133784	95977	0	0
12524	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	133815	96038	0	0	0	0	0	0	0
12525	133621	133654	133847	133847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133878	0	0	0	0
12527	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	133911	95977	0	0
12528	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	133944	96038	0	0	0	0	0	0	0
12531	133621	133654	133978	133978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134011	0	0	0	0
12533	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	134043	95977	0	0
12534	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	134075	96038	0	0	0	0	0	0	0
12535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96007	0	0	0	0	0	0	0	0
12536	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	96038	0	0	0	0	0	0	0
12537	22375	0	111097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12538	113576	113600	101602	101602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121606	0	0	79293	79323	0	0	0	0	0
12540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134108	0	0	0	0
12541	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	118183	134137	0	0
12542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134168	134198	0	0	0	0	0	0	0
12543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70539	70571	0	0	0	0	0
12544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105345	105375	0	0	0	0	0
12545	0	0	0	0	433	0	0	0	0	0	0	7	0	0	0	0	0	0	0	134228	0	0	0	0
12546	0	0	0	0	8613	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	134259	104294	0	0
12547	0	0	0	0	134290	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
12548	41410	0	41460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118723	0	0	0	0	0	0	0	0
12550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134307	134339	0	0	0	0	0	0	0
12551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78307	78335	0	0	0	0	0
12554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77107	0	0	0	0	0	0
12556	0	0	0	0	19866	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
12557	0	0	0	0	0	0	2	0	0	0	0	0	0	0	26244	26271	0	44885	44908	0	0	0	0	0
12558	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	45704	45726	0	0
12559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134371	0	0	134395	134418	0	0	0	0	0
12560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63282	63311	0	0	0	0	0	0	0
12562	134441	0	134468	0	50024	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
12563	133621	0	133687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12565	0	0	0	0	21192	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
12566	0	0	0	0	103563	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
12567	0	0	0	0	103563	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
12570	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	96411	96438	0	0	0
12571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116414	0	0	96328	96356	0	0	0	0	0
12572	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	134497	134529	0	0	0	0	0	0	0
12573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	134561	0	70359	70390	0	0	0	0	0
12574	133621	0	133847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12576	0	0	0	0	89221	0	0	1	0	0	0	7	0	0	54470	0	0	61637	61669	0	0	0	0	0
12578	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	134593	134621	0	0	0	0	0	0	0
12579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118153	0	0	74102	74130	0	0	0	0	0
12580	33988	34015	29733	29733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12581	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	129001	120830	0	0	0	0	0	0	0
12582	0	0	0	0	21	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	134649	134680	0	0
12583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	134711	134743	0	0	0	0	0	0	0
12585	0	0	0	0	0	0	2	0	0	0	0	0	0	0	52657	52680	0	52703	52725	0	0	0	0	0
12587	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	134775	0	0	0	0	0	0	0	0
12588	3753	0	134807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12589	0	0	0	0	2506	0	0	0	0	0	0	11	0	0	67609	0	0	40324	40351	0	0	0	0	0
12590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68031	134830	0	0	0	0	0
12591	39300	39325	134855	134855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99448	0	0	99480	112452	0	0	0	0	0
12593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112393	0	0	112423	0	0	0	0	0	0
12595	0	0	0	0	88265	0	0	0	0	0	0	10	0	0	70791	0	0	21783	21808	0	0	0	0	0
12598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128903	128936	0	0	0	0	0
12599	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	128969	134877	0	0
12601	93604	0	134909	0	93656	0	0	0	0	0	225	21	0	0	0	0	0	0	0	0	0	0	0	0
12603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55109	55143	0	0	0	0	0
12605	111077	0	24439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12606	0	0	0	0	648	0	0	0	0	0	0	7	0	0	69888	0	0	69534	69567	0	0	0	0	0
12607	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	127793	70149	0	0
12608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127823	0	0	0	0	0	0	0	0
12609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128775	70181	0	0	0	0	0	0	0
12610	3701	0	3727	0	35613	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
12611	17722	0	134936	0	134960	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12612	111077	0	110859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98757	98786	0	0	0	0	0
12614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134974	135002	0	0	0
12615	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	135030	135061	0	0	0	0	0	0	0
12616	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	101457	95396	0	0
12618	113576	113600	135092	135092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12619	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	135114	135144	0	0	0
12620	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	135174	135205	0	0	0	0	0	0	0
12621	0	0	0	0	11056	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
12625	0	0	0	0	63545	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
12627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	115887	0	99480	99511	0	0	0	0	0
12630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80115	0	0	0	0	0	0	0	0	0
12632	0	0	0	0	88593	0	0	0	0	0	0	10	0	0	132284	0	0	132308	132331	0	0	0	0	0
12633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80216	0	0	69534	69567	0	0	0	0	0
12634	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79533	95770	0	0	0
12635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92255	0	0	0
12636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97619	0	0	0	0	0	0	0	0
12638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78606	54745	0	0	0	0	0	0	0
12639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	0	0	54502	54533	0	0	0	0	0
12640	0	0	0	0	433	0	0	0	0	0	0	7	0	0	104390	0	0	0	0	0	0	0	0	0
12641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135236	0	0	0	0
12642	0	0	0	0	132716	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
12643	0	0	0	0	135264	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
12644	0	0	0	0	135276	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
12645	0	0	0	0	135287	0	1	0	1	0	0	7	0	0	20795	20821	0	20847	20872	87069	43569	0	0	0
12646	0	0	0	0	135306	0	0	0	1	2	0	7	0	0	90669	0	0	90698	90726	115113	115140	0	0	0
12647	0	0	0	0	133065	0	1	0	1	0	0	7	0	0	38791	38817	0	38843	38868	91659	38918	0	0	0
12648	0	0	0	0	133116	0	1	0	1	0	0	7	0	0	91148	91173	0	91198	91222	80775	80798	0	0	0
12649	0	0	0	0	133158	0	1	0	1	0	0	7	0	0	103733	103757	0	66844	66867	85716	66913	0	0	0
12650	0	0	0	0	133177	0	1	0	1	0	0	7	0	0	45347	45372	0	45397	45421	45468	45492	0	0	0
12652	0	0	0	0	135287	0	0	0	1	0	0	7	0	0	0	0	0	46801	46826	111029	111053	0	0	0
12653	0	0	0	0	135325	0	1	0	1	0	0	7	0	0	31662	31691	0	31720	31748	42564	42592	0	0	0
12654	0	0	0	0	133228	0	1	0	1	0	0	7	0	0	106784	106807	0	106830	108023	106852	106873	0	0	0
12655	0	0	0	0	135344	0	1	0	1	0	0	7	0	0	110037	110063	0	110089	110114	115803	61360	0	0	0
12656	0	0	0	0	135363	0	1	0	1	0	0	7	0	0	109510	109536	0	110749	110777	94182	94206	0	0	0
12657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80216	0	0	105926	105957	0	0	0	0	0
12658	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	105830	70972	0	0	0	0	0	0	0
12661	0	0	0	0	135287	0	1	0	1	0	0	7	0	0	135382	135405	0	135428	135450	83001	52962	0	0	0
12662	0	0	0	0	133116	0	2	0	1	0	0	7	0	0	91148	91173	0	91198	91222	80775	80798	0	0	0
12666	0	0	0	0	135472	0	1	0	1	0	0	7	0	0	100376	100400	0	100424	100447	100470	100493	0	0	0
12667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95680	0	0	115949	115978	0	0	0	0	0
12668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118153	0	0	104424	104457	0	0	0	0	0
12669	0	0	0	0	133290	0	1	0	1	0	0	7	0	0	81420	81444	0	81468	81491	81514	81536	0	0	0
12670	0	0	0	0	135491	0	1	0	1	0	0	7	0	0	126552	126577	0	126938	126962	108554	108578	0	0	0
12671	0	0	0	0	133290	0	2	0	1	0	0	7	0	0	90257	90283	0	90309	90334	80727	80751	0	0	0
12672	0	0	0	0	135510	0	1	0	1	0	0	7	0	0	31482	31505	0	31528	31550	42725	42747	0	0	0
12673	0	0	0	0	135529	0	1	0	1	0	0	7	0	0	45148	45171	0	45194	45216	45259	45281	0	0	0
12674	0	0	0	0	133158	0	1	0	1	0	0	7	0	0	89810	89834	0	89858	89881	89904	89926	0	0	0
12675	0	0	0	0	135529	0	1	0	1	0	0	7	0	0	47298	47325	0	47352	47378	80821	80847	0	0	0
12676	0	0	0	0	135472	0	1	0	1	0	0	7	0	0	44837	44861	0	44885	44908	44421	44444	0	0	0
12677	0	0	0	0	135548	0	1	0	1	0	0	7	0	0	41065	41090	0	41115	41139	41163	41187	0	0	0
12679	0	0	0	0	135567	0	1	0	1	0	0	7	0	0	49694	49719	0	49744	49768	91758	67886	0	0	0
12680	0	0	0	0	133290	0	1	0	1	0	0	7	0	0	40967	40992	0	41017	41041	90560	40165	0	0	0
12681	0	0	0	0	133116	0	0	0	1	0	0	7	0	0	0	0	0	82429	82453	65962	65985	0	0	0
12682	0	0	0	0	135344	0	2	0	1	0	0	7	0	0	68501	68525	0	68549	68572	135586	135608	0	0	0
12683	0	0	0	0	135630	0	0	0	1	0	0	7	0	0	128722	0	0	127012	127036	119910	119933	0	0	0
12684	0	0	0	0	133290	0	0	0	1	0	0	7	0	0	96299	0	0	96328	96356	96411	96438	0	0	0
12687	0	0	0	0	135510	0	1	0	1	0	0	7	0	0	46569	46592	0	46615	46637	89697	46702	0	0	0
12693	0	0	0	0	135363	0	2	0	1	0	0	7	0	0	47429	47453	0	47477	47500	100515	100538	0	0	0
12694	0	0	0	0	135344	0	0	0	1	0	0	7	0	0	82477	0	0	82503	82528	82553	82577	0	0	0
12695	0	0	0	0	135649	0	1	0	1	0	0	7	0	0	45869	45893	0	45917	45940	126893	126916	0	0	0
12696	0	0	0	0	135668	0	1	0	1	0	0	7	0	0	122767	122797	0	122827	122856	91064	91092	0	0	0
12699	0	0	0	0	135687	0	2	0	1	0	0	7	0	0	130203	130228	0	130253	130277	66393	66417	0	0	0
12701	0	0	0	0	135687	0	1	0	1	0	0	7	0	0	46875	46900	0	46925	46949	108085	108108	0	0	0
12702	0	0	0	0	135325	0	1	0	1	0	0	7	0	0	130203	130228	0	130253	130277	66393	66417	0	0	0
12704	0	0	0	0	135567	0	0	0	1	0	0	7	0	0	0	0	0	47046	47070	133135	47275	0	0	0
12711	28856	28880	68974	68974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12713	35063	35087	135706	135706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108830	0	0	0	0	0	0	0	0
12716	0	0	0	0	135287	0	1	0	1	0	0	7	0	0	21282	21308	0	21334	21359	135730	135755	0	0	0
12718	0	0	0	0	135779	0	1	0	1	0	0	7	0	0	31572	31595	0	31618	31640	40232	40254	0	0	0
12719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131864	131895	0	26453	26480	0	0	0	0	0
12720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26425	0	0	0	0	0	0	0	0	0
12723	0	0	0	0	135798	0	0	0	0	0	0	10	0	0	135816	0	0	135841	135865	0	0	0	0	0
12725	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	49859	42490	0	0	0	0	0	0	0
12726	0	0	0	0	0	0	2	0	0	0	0	0	0	0	88783	88809	0	53090	53115	0	0	0	0	0
12727	34642	34666	80491	80491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12728	0	0	0	0	9575	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	29832	29855	0	0
12729	0	0	0	0	21085	0	2	0	0	0	0	7	0	0	0	129191	33857	0	0	0	0	0	0	0
12731	113931	113955	29466	29466	23475	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12733	0	0	0	0	132461	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
12734	0	0	0	0	132477	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
12735	0	0	0	0	4968	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
12736	0	0	0	0	50431	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
12738	58731	0	58754	0	132477	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
12739	0	0	0	0	0	0	0	1	0	0	0	0	0	0	78790	0	0	73616	73647	0	0	0	0	0
12740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108225	0	0	0
12741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119131	0	0	0	0	0	0	0	0
12742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70421	0	0	0
12743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135889	0	0	0	0	0	0	0	0
12744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114775	0	0	0	0	0	0	0	0
12746	0	0	0	0	135920	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
12747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134259	0	0	0
12748	0	0	0	0	0	0	1	0	0	0	0	0	0	0	132810	132841	0	132872	132902	0	0	0	0	0
12749	75022	0	4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12750	0	0	0	0	5495	0	0	0	0	0	0	7	0	0	55786	122797	0	9070	37117	0	0	0	0	0
12751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9042	0	0	77203	77236	0	0	0	0	0
12752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100786	96269	0	100816	100845	0	0	0	0	0
12755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61637	61669	0	0	0	0	0
12756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61701	115426	0	0	0
12757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105281	134529	0	0	0	0	0	0	0
12758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135944	0	0	0	0	0	0	0	0
12759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124767	124797	0	0	0	0	0
12760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124827	0	0	0	0	0	0	0	0
12761	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	115548	115581	0	0	0	0	0	0	0
12762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104390	0	0	116530	116560	0	0	0	0	0
12763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116499	110922	0	0	0	0	0	0	0
12764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118963	0	0	0
12766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78790	0	0	110422	110454	0	0	0	0	0
12767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121606	0	0	78857	78890	0	0	0	0	0
12768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135975	0	0	0	0
12770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110610	110642	0	0	0	0	0	0	0
12771	0	0	0	0	648	0	0	0	0	0	0	7	0	0	104390	0	0	128267	128440	0	0	0	0	0
12773	0	0	0	0	1905	0	0	0	0	0	0	11	0	0	0	0	0	0	0	54594	74361	0	0	0
12774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78480	78513	0	0	0	0	0	0	0
12775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97619	97648	0	0	0	0	0	0	0
12776	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	104198	103984	0	0	0
12777	0	0	0	0	133103	0	0	0	0	0	0	7	0	0	0	0	0	0	0	47747	47771	0	0	0
12782	35298	35322	136006	136006	23475	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
12783	0	0	0	0	21150	0	0	0	0	0	0	10	0	0	0	136030	0	0	0	0	0	0	0	0
