field0	field1	field2	field3
89258	1	-1581	27541
89259	-15	-584	27542
89260	15	-550	27542
89261	-18	-517	27542
89262	-52	-551	27542
89263	0	-1595	27543
89264	0	-1595	27544
89265	0	-1595	27545
89266	0	-1595	27546
89267	0	-1595	27547
89268	0	-1595	27548
89269	0	-1595	27549
89270	0	-1595	27550
89271	0	-1595	27551
89272	0	-1595	27552
89273	9812	929	27553
89274	9812	929	27554
89275	-1252	-316	27555
89276	10179	2564	27556
89277	7797	-2574	27557
89278	648	-61	27558
89279	-1320	-343	27559
89280	2850	-7297	27560
89281	-6249	1317	27561
89282	2850	-7297	27562
89283	2850	-7297	27563
89284	2850	-7297	27564
89285	2850	-7297	27565
89286	211	-357	27566
89287	320	-503	27567
89288	674	-145	27568
89289	-6398	-314	27569
89290	7944	-2417	27570
89291	7797	-2574	27571
89292	-258	-418	27572
89293	-351	-656	27573
89294	-351	-656	27574
89295	-151	72	27575
89296	-151	72	27576
89297	729	-79	27577
89298	-271	-147	27578
89299	3355	1033	27579
89301	-1219	-353	27581
89302	-769	-361	27582
89303	-1303	-269	27583
89304	1582	-4370	27584
89305	1582	-4370	27585
89306	147	-209	27586
89307	-602	-2260	27587
89308	-948	-209	27588
89309	-832	-155	27588
89310	-821	-136	27588
89311	-850	-21	27588
89312	-863	0	27588
89313	-916	-37	27588
89314	-976	-83	27588
89315	-962	-169	27588
89316	588	-46	27589
89317	1590	-4423	27590
89318	1582	-4370	27591
89319	900	-479	27592
89320	950	-458	27592
89321	964	-442	27592
89322	961	-332	27592
89323	907	-323	27592
89324	825	-320	27592
89325	793	-326	27592
89326	818	-457	27592
89327	-1294	-194	27593
89328	-1245	-638	27594
89329	-1249	-636	27595
89330	-4379	2327	27596
89331	1582	-4370	27597
89332	-4915	-976	27598
89333	-4915	-976	27599
89334	1582	-4370	27600
89335	-4915	-976	27601
89336	600	-3	27602
89337	610	-22	27603
89338	242	-106	27604
89339	279	-52	27604
89340	225	-34	27604
89341	220	-49	27604
89342	290	-203	27605
89343	357	-185	27605
89344	302	-188	27605
89345	-1352	2868	27606
89346	-1361	2900	27606
89347	-1441	3009	27606
89348	-1472	2965	27606
89349	38	-255	27607
89350	73	-198	27607
89351	77	-169	27607
89352	28	26	27607
89353	-26	-87	27607
89354	-5	-239	27607
89355	-736	1437	27608
89356	-1656	3190	27609
89357	186	1154	27610
89358	147	-209	27611
89359	-4924	-980	27612
89363	-4915	-976	27616
89370	-4632	-1327	27620
89372	28	26	27622
89373	-1876	3025	27623
89374	28	26	27624
89375	132	1364	27625
89376	7848	-2216	27626
89377	-1419	2941	27627
89378	-1418	2968	27627
89379	-1441	3009	27627
89380	-1472	2965	27627
89381	-2146	1963	27628
89382	1467	-4230	27629
89383	703	-19	27630
89384	703	-19	27631
89385	705	-18	27632
89386	705	-18	27633
89387	588	-46	27634
89388	704	-18	27635
89389	59	-246	27636
89390	-1294	-194	27637
89391	704	-18	27638
89392	471	-1052	27639
89393	371	-1004	27640
89394	401	-960	27641
89395	63	6	27642
89396	-16	-322	27643
89397	401	-960	27644
89398	401	-960	27645
89399	401	-960	27646
89400	401	-960	27647
89401	401	-960	27648
89402	-16	-322	27649
89403	-16	-322	27650
89404	-16	-322	27651
89405	-16	-322	27652
89406	-16	-322	27653
89407	401	-960	27654
89408	-6682	-2151	27655
89409	-16	-322	27656
89410	371	-1004	27657
89411	648	-61	27658
89412	-1252	-316	27659
89413	401	-960	27660
89414	-16	-322	27661
89415	214	-374	27662
89416	-765	-355	27663
89417	-765	-355	27664
89418	214	-374	27665
89419	-1304	-267	27666
89420	-1225	-350	27667
89421	-763	-347	27668
89422	672	-287	27669
89423	217	-378	27670
89424	321	-501	27671
89425	666	-132	27672
89426	-1406	-313	27673
89428	2141	-4636	27675
89429	-4842	-869	27676
89430	-1271	-336	27677
89431	-1269	-333	27678
89432	-765	-355	27679
89433	648	-68	27680
89434	648	-65	27681
89435	214	-374	27682
89436	-568	-267	27683
89437	-148	-453	27684
89438	-148	-453	27685
89439	-568	-267	27686
89440	401	-960	27687
89441	-16	-322	27688
89443	-1320	-343	27690
89444	729	-79	27691
89445	-1212	-262	27692
89446	597	-83	27693
89447	-1271	-336	27694
89448	-1269	-333	27695
89449	-765	-355	27696
89450	648	-68	27697
89451	648	-65	27698
89452	214	-374	27699
89453	-1212	-262	27700
89454	597	-83	27701
89455	735	424	27702
89456	-4097	96	27703
89457	-38	812	27704
89458	133	626	27705
89459	12	396	27706
89460	129	545	27707
89461	3	-419	27708
89462	164	522	27709
89463	-4390	193	27710
89464	-4377	3233	27711
89558	2810	-7295	27721
89559	-7509	-1040	27722
89561	-4398	147	27724
89562	1670	-4343	27725
89564	-4398	147	27727
89565	1568	-4406	27728
89566	-4506	3330	27729
89567	-8986	556	27730
89568	-8986	556	27731
89569	136	441	27732
89570	-3926	1148	27733
89571	-3914	1148	27734
89572	-3922	1143	27735
89573	-3916	1132	27736
89574	-3910	1138	27737
89575	-3910	1138	27738
89576	-3899	1132	27739
89577	-3905	1138	27740
89578	164	522	27741
89579	164	522	27742
89580	164	522	27743
89581	-6158	1781	27744
89582	-6158	1781	27745
89583	-6158	1781	27746
89584	-7649	-638	27747
89585	-7649	-638	27748
89586	-7649	-631	27749
89587	-11686	-2385	27750
89588	-11686	-2385	27751
89589	-11686	-2385	27752
89590	5408	-747	27753
89591	5249	-659	27754
89592	5183	-578	27754
89593	5081	-473	27754
89594	5000	-448	27754
89595	5035	-540	27754
89596	5408	-747	27755
89597	5780	-965	27756
89598	5406	-748	27757
89601	3326	-2996	27760
89606	3326	-2996	27762
89607	5431	-424	27763
89608	5277	-702	27764
89609	5431	-424	27765
89610	-7649	-631	27766
89611	-7649	-631	27767
89612	-7649	-631	27768
89613	-7649	-631	27769
89615	-7649	-631	27771
89616	6206	-1173	27772
89617	6206	-1173	27773
89618	6197	-1127	27774
89619	6249	-1162	27775
89620	6206	-1173	27776
89621	-4612	-909	27777
89622	-8577	881	27778
89623	-8577	881	27779
89624	-8577	881	27780
89625	-8387	685	27781
89626	-8387	685	27782
89627	-4371	1357	27783
89628	-8577	881	27784
89629	-784	-603	27785
89630	-8954	521	27786
89631	-8577	881	27787
89632	-8577	881	27788
89633	-4018	1172	27789
89634	-3978	1184	27790
89635	-3943	1172	27791
89636	-7194	-3764	27792
89637	-7194	-3764	27793
89638	-7194	-3764	27794
89639	-7194	-3764	27795
89640	-7194	-3764	27796
89641	-7194	-3764	27797
89642	-7194	-3764	27798
89643	-7194	-3764	27799
89644	2159	-4654	27800
89645	2159	-4654	27801
89646	-2280	-392	27802
89647	-2280	-392	27803
89648	-858	-4883	27804
89649	-858	-4883	27805
89650	-8577	881	27806
89803	-8577	881	27828
89804	10130	2533	27829
89805	10130	2533	27830
89806	-5537	-1324	27831
89807	-5537	-1324	27832
89808	-5452	-617	27833
89809	-5452	-617	27834
89810	-9455	-1385	27835
89811	-9455	-1385	27836
89812	-6632	-1233	27837
89813	-6495	-1165	27838
89814	-6514	-1366	27839
89815	-6509	-1365	27839
89816	-6513	-1342	27839
89817	-6556	-1310	27839
89818	-6578	-1314	27839
89819	-6576	-1324	27839
89820	-6569	-1336	27839
89821	-6562	-1344	27839
89822	-6555	-1352	27839
89823	-6544	-1359	27839
89824	-6533	-1363	27839
89825	-6524	-1365	27839
89826	-6513	-1179	27840
89827	-3832	1142	27841
89828	-3862	1124	27842
89829	-6513	-1179	27843
89830	-4182	2317	27844
89831	-4147	2349	27844
89832	-3918	2782	27844
89833	-3888	2881	27844
89834	-3916	3050	27844
89835	-3986	3049	27844
89836	-4049	2983	27844
89837	-4183	2514	27844
89838	-4780	1979	27845
89839	-4620	2087	27845
89840	-4512	2316	27845
89841	-4681	2347	27845
89842	-5385	2418	27845
89843	-5547	2349	27845
89844	-5483	2284	27845
89845	-5314	2190	27845
89846	-4379	2327	27846
89847	-6632	-1225	27847
89848	-6524	-1189	27848
89849	-6685	-1451	27849
89850	-6686	-1049	27850
89854	-4379	2327	27852
89855	-4182	2317	27853
89856	-4147	2349	27853
89857	-3918	2782	27853
89858	-3888	2881	27853
89859	-3916	3050	27853
89860	-3986	3049	27853
89861	-4049	2983	27853
89862	-4183	2514	27853
89863	-4780	1979	27854
89864	-4620	2087	27854
89865	-4512	2316	27854
89866	-4681	2347	27854
89867	-5385	2418	27854
89868	-5547	2349	27854
89869	-5483	2284	27854
89870	-5314	2190	27854
89871	-4379	2327	27855
89872	-6421	-1389	27856
89873	-6398	-1356	27856
89874	-6420	-1330	27856
89875	-6486	-1448	27857
89876	-6448	-1427	27857
89877	-6494	-1404	27857
89878	-6514	-1184	27858
89879	-6869	-1282	27859
89880	-6819	-1217	27859
89881	-6838	-1165	27859
89882	-6864	-1173	27859
89883	-7004	-1151	27860
89884	-6995	-1145	27860
89885	-7007	-1129	27860
89886	-6969	-1513	27861
89887	-6932	-1434	27861
89888	-6932	-1420	27861
89889	-6976	-1486	27861
89890	-6978	-1504	27861
89891	-7005	-1318	27862
89892	-7023	-1284	27862
89893	-7039	-1281	27862
89894	-7025	-1313	27862
89895	-6872	-1324	27864
89896	-6852	-1188	27864
89897	-6910	-1213	27864
89898	-6527	-1347	27865
89899	-6517	-1293	27865
89900	-6530	-1246	27865
89901	-6641	-1277	27865
89902	-6689	-1342	27865
89903	-6683	-1346	27865
89904	-6771	-1183	27866
89905	-6664	-1183	27866
89906	-6736	-1119	27866
89907	-6754	-1151	27866
89908	-6605	-1201	27867
89909	-6574	-1230	27867
89910	-6573	-1189	27867
89911	-6872	-1324	27868
89912	-6852	-1188	27868
89913	-6910	-1213	27868
89914	-6939	-1255	27868
89915	-6527	-1347	27869
89916	-6517	-1293	27869
89917	-6530	-1246	27869
89918	-6641	-1277	27869
89919	-6689	-1342	27869
89920	-6683	-1346	27869
89921	-6771	-1183	27870
89922	-6664	-1183	27870
89923	-6736	-1119	27870
89924	-6754	-1151	27870
89925	-6596	-1218	45536
89926	-6578	-1217	45536
89927	-6577	-1176	45536
89928	-6509	-1193	45537
89932	-5380	-53	27873
89933	-5285	-46	27873
89934	-5112	148	27873
89935	-5115	218	27873
89936	-5183	350	27873
89937	-5219	382	27873
89938	-5307	446	27873
89939	-5333	437	27873
89940	-5358	383	27873
89941	-5453	122	27873
89942	-4334	236	27874
89943	-5307	330	27875
89944	-4334	236	27876
89945	-3905	1563	27877
89946	-3777	1743	27877
89947	-3738	1812	27877
89948	-3790	1842	27877
89949	-3830	1843	27877
89950	-3940	1658	27877
89951	-3917	1576	27877
89952	-4345	3313	27878
89953	-3905	1563	27879
89954	-3777	1743	27879
89955	-3738	1812	27879
89956	-3790	1842	27879
89957	-3830	1843	27879
89958	-3940	1658	27879
89959	-3917	1576	27879
89960	-4355	269	27880
89961	-3905	1563	27881
89962	-6524	-1189	27882
89963	-6524	-1189	27883
89964	-3905	1563	27884
89965	3999	-1299	27885
89967	-8928	481	27887
89968	1670	-4343	27888
89969	1568	-4406	27889
89970	-6158	1781	27890
89971	-6158	1781	27891
89972	-6243	1715	27892
89973	-6158	1781	27893
89974	1448	-1867	27894
89975	1044	-2099	27895
89976	1235	1598	27896
89977	-8942	786	27897
89978	-4087	-11738	27898
89979	-8942	786	27899
89980	-8942	786	27900
89981	-8942	786	27901
89982	-8942	786	27902
89983	6754	-4661	27903
89984	-4087	-11738	27904
89985	10076	2261	27905
89986	10076	2261	27906
89987	10076	2261	27907
89988	-4736	-1055	27908
89989	-4736	-1055	27909
89990	-4736	-1055	27910
89991	-4736	-1055	27911
89992	-4736	-1055	27912
89993	-4824	-1299	27913
89994	-4824	-1299	27914
89995	-4824	-1299	27915
89996	-13184	333	27916
89997	-4824	-1299	27917
89998	-4824	-1299	27918
89999	1691	186	27919
90000	1691	186	27920
90001	-17	-4846	27921
90002	-14	-4784	27921
90003	-17	-4649	27921
90004	-120	-4550	27921
90005	-285	-4451	27921
90006	-352	-4452	27921
90007	-418	-4518	27921
90008	-385	-4553	27921
90009	-182	-4749	27921
90010	383	-4786	27922
90011	451	-4782	27922
90012	484	-4751	27922
90013	451	-4716	27922
90014	318	-4715	27922
90015	49	-4715	27922
90016	47	-4783	27922
90019	-626	-4668	27923
90020	220	-4717	27924
90021	-626	-4668	27925
90022	1691	186	27926
90023	1691	186	27927
90024	1691	186	27928
90025	-1147	67	27929
90026	-1147	67	27930
90027	-1147	67	27931
90028	-1147	67	27932
90029	1795	-4573	27933
90030	-1147	67	27934
90031	1795	-4573	27935
90032	1795	-4573	27936
90033	148	-4585	27937
90034	218	-4582	27937
90035	314	-4217	27937
90036	217	-4117	27937
90037	16	-4117	27937
90038	-83	-4149	27937
90039	-116	-4186	27937
90040	-216	-4348	27937
90041	-150	-3551	27938
90042	-81	-3551	27938
90043	-17	-3550	27938
90044	249	-3415	27938
90045	382	-3152	27938
90046	351	-3056	27938
90047	-50	-2983	27938
90048	-85	-3015	27938
90049	-250	-3183	27938
90050	-575	-4623	27939
90051	112	-4087	27940
90052	181	-4081	27940
90053	418	-3984	27940
90054	379	-3683	27940
90055	282	-3580	27940
90056	215	-3579	27940
90057	-120	-3583	27940
90058	-15	-4084	27940
90059	-575	-4623	27941
90060	-575	-4623	27942
90061	1795	-4573	27943
90062	1795	-4573	27944
90063	1452	-4209	27945
90064	1452	-4209	27946
90065	1452	-4209	27947
90066	1452	-4209	27948
90067	1452	-4209	27949
90068	-13184	333	27950
90069	108	-4368	27951
90070	-596	-4560	27952
90071	-622	-4583	27953
90072	229	-2862	27954
90073	350	-2849	27954
90074	182	-2717	27954
90075	180	-2746	27954
90076	177	-2814	27954
90077	182	-2849	27954
90078	217	-2886	27955
90079	315	-2886	27955
90080	353	-2882	27955
90081	384	-2851	27955
90082	150	-2686	27955
90083	70	-2851	27955
90084	182	-2882	27955
90085	193	-2837	27956
90086	259	-2801	27956
90087	351	-2750	27956
90088	356	-2722	27956
90089	300	-2671	27956
90090	215	-2740	27956
90091	249	-2819	27957
90092	350	-2816	27957
90093	371	-2815	27957
90094	354	-2784	27957
90095	279	-2664	27957
90096	195	-2703	27957
90097	226	-2779	27957
90098	-563	-4631	27958
90099	240	-2376	27959
90100	-563	-4631	27960
90101	323	-4156	27961
90102	359	-4124	27961
90103	345	-4099	27961
90104	317	-4086	27961
90105	310	-4147	27961
90106	448	-3648	27962
90107	494	-3628	27962
90108	448	-3584	27962
90109	438	-3619	27962
90110	219	-4350	27963
90111	253	-4349	27963
90112	255	-4316	27963
90113	252	-4284	27963
90114	217	-4280	27963
90115	194	-4313	27963
90116	-220	-3516	27964
90117	-152	-3468	27964
90118	-235	-3440	27964
90119	-155	-3479	27965
90120	-152	-3383	27965
90121	-216	-3285	27965
90122	-284	-3349	27965
90123	-304	-3453	27965
90124	-287	-3470	27965
90125	-540	-4612	27966
90126	-531	-3873	27967
90127	-751	-3791	27968
90128	-531	-3873	27969
90129	-617	-4586	27970
90130	-7509	-1040	27971
90131	-195	-3829	27972
90132	-467	-3966	27973
90133	-575	-4623	27974
90134	-316	-4232	27975
90135	-252	-4176	27975
90136	-223	-4079	27975
90137	-191	-3916	27975
90138	-226	-3825	27975
90139	-304	-3770	27975
90140	-360	-3779	27975
90141	-635	-3936	27975
90142	-689	-4021	27975
90143	-648	-4108	27975
90144	-596	-4169	27975
90145	-455	-4201	27975
90146	-617	-4586	27976
90147	-542	-3865	27977
90148	-626	-3953	27978
90149	-528	-3842	27978
90150	-501	-3806	27978
90151	-689	-3674	27978
90152	-751	-3792	27978
90153	-617	-4586	27979
90154	-396	-4200	27980
90155	-375	-4198	27980
90156	-243	-4051	27980
90157	-243	-4011	27980
90158	-344	-4016	27980
90159	-400	-4062	27980
90160	-419	-4118	27980
90161	-450	-4193	27981
90162	-210	-3980	27981
90163	-306	-3849	27981
90164	-350	-3808	27981
90165	-479	-4079	27981
90166	-479	-4192	27981
90167	-275	-3915	27982
90168	-256	-3824	27982
90169	-303	-3815	27982
90170	-307	-3852	27982
90171	-316	-3923	27982
90172	-523	-4186	27983
90173	-523	-4164	27983
90174	-530	-3996	27983
90175	-541	-3996	27983
90176	-674	-4005	27983
90177	-691	-4021	27983
90178	-649	-4116	27983
90179	-609	-4158	27983
90180	-230	-3934	27984
90181	-190	-3914	27984
90182	-275	-3837	27984
90183	-290	-3924	27984
90184	-403	-3939	27985
90185	-368	-3884	27985
90186	-374	-3806	27985
90187	-402	-3808	27985
90188	-436	-3882	27985
90189	-535	-4183	27986
90190	-579	-4108	27986
90191	-650	-4103	27986
90192	-593	-4167	27986
90193	-617	-4586	27987
90194	1450	-1846	27988
90195	1450	-1846	27989
90196	1450	-1846	27990
90197	1047	-2104	27991
90198	1047	-2104	27992
90199	1047	-2104	27993
90200	1448	-1867	27994
90201	1448	-1867	27995
90202	1448	-1867	27996
90203	1044	-2099	27997
90204	1044	-2099	27998
90205	1044	-2099	27999
90206	-3920	1147	28000
90207	-9580	23	28001
90208	-9580	23	28002
90209	-9580	23	28003
90210	-9580	23	28004
90211	-9580	23	28005
90212	1448	-1867	28006
90213	1448	-1867	28007
90214	1448	-1867	28008
90215	-9558	130	28009
90216	-9558	130	28010
90217	-9558	130	28011
90218	-9558	130	28012
90219	-9558	130	28013
90220	-9576	88	28014
90221	-9576	88	28015
90222	-9576	88	28016
90223	-9576	88	28017
90224	-9576	88	28018
90225	-9549	141	28019
90226	-9549	141	28020
90227	-9549	141	28021
90228	-9549	141	28022
90229	-9549	141	28023
90230	-9534	95	28024
90233	-13184	333	28027
90234	1448	-1867	28028
90235	1044	-2099	28029
90236	1044	-2099	28030
90237	1044	-2099	28031
90238	1044	-2099	28032
90243	-9534	95	28037
90244	-9534	95	28038
90245	-9534	95	28039
90246	-9534	95	28040
90247	-9534	95	28041
90248	-9534	95	28042
90249	-9534	95	28043
90250	-9430	-1410	28044
90251	-9558	130	28045
90252	-9534	95	28046
90253	-9580	23	28047
90254	-9576	88	28048
90255	-9549	141	28049
90257	-2381	250	28051
90258	-9566	31	28052
90259	-9534	95	28053
90260	1448	-1867	28054
90261	1044	-2099	28055
90262	-8871	640	28056
90263	9949	2495	28057
90264	-4900	-965	28058
90265	1588	244	28059
90266	1596	-4406	28060
90267	-1264	49	28061
90268	-11783	1244	28062
90269	-11783	1244	28063
90270	-11783	1244	28064
90271	-11783	1244	28065
90272	-11783	1244	28066
90273	-11783	1244	28067
90274	-11783	1244	28068
90275	-11783	1244	28069
90276	-11855	1242	28070
90277	-11855	1242	28071
90278	-11855	1242	28072
90279	-11855	1242	28073
90280	-11783	1244	28074
90281	-11783	1244	28075
90282	-11783	1244	28076
90283	-11850	1245	28077
90284	-11850	1245	28078
90285	-11783	1244	28079
90286	-11855	1242	28080
90287	-11855	1242	28081
90288	-11855	1242	28082
90289	-11752	1322	28083
90290	-11752	1322	28084
90291	-11850	1245	28085
90292	-11850	1245	28086
90293	-11752	1322	28087
90294	-11752	1322	28088
90295	-11855	1242	28089
90296	-11855	1242	28090
90297	-11855	1242	28091
90298	-11855	1242	28092
90299	-11752	1322	28093
90300	-11752	1322	28094
90301	-11850	1245	28095
90302	-11850	1245	28096
90303	-11855	1242	28097
90304	-11855	1242	28098
90305	-11783	1244	28099
90306	-11783	1244	28100
90307	-1220	-2518	28101
90308	-1220	-2518	28102
90309	-11855	1242	28103
90310	-11855	1242	28104
90311	-11855	1242	28105
90312	-11855	1242	28106
90313	990	1008	28107
90314	-11855	1242	28108
90315	-11855	1242	28109
90316	-11855	1242	28110
90317	-11855	1242	28111
90318	-11850	1245	28112
90319	-11850	1245	28113
90320	-11850	1245	28114
90321	-11850	1245	28115
90322	-1224	-2516	28116
90323	-1224	-2516	28117
90324	-11850	1245	28118
90325	-11850	1245	28119
90326	-11850	1245	28120
90327	-11850	1245	28121
90328	990	1008	28122
90329	-847	-3504	28123
90330	-847	-3504	28124
90331	-848	-3511	28125
90332	-848	-3511	28126
90333	-11752	1322	28127
90334	-11752	1322	28128
90335	-11752	1322	28129
90336	-11752	1322	28130
90337	-11752	1322	28131
90338	-11752	1322	28132
90339	-11752	1322	28133
90340	-11752	1322	28134
90341	-5060	-789	28135
90342	1323	-4400	28136
90343	3901	-5427	28137
90344	3901	-5427	28138
90345	4688	-6521	28139
90346	4752	-6517	28139
90347	4787	-6485	28139
90348	4849	-6420	28139
90349	4883	-6380	28139
90350	4884	-5917	28139
90351	4710	-5619	28139
90352	4453	-5685	28139
90353	4054	-5881	28139
90354	4086	-5920	28139
90355	2917	-5458	28140
90356	3013	-5348	28140
90357	3119	-5115	28140
90358	3114	-5053	28140
90359	3018	-5082	28140
90360	2951	-5149	28140
90361	2919	-5184	28140
90362	2816	-5347	28140
90363	2550	-6319	28141
90364	2617	-6319	28141
90365	2681	-6317	28141
90366	2745	-6250	28141
90367	2818	-5717	28141
90368	2815	-5653	28141
90369	2755	-5582	28141
90370	2682	-5513	28141
90371	2583	-5549	28141
90372	2517	-5612	28141
90373	2449	-5687	28141
90374	2348	-6183	28141
90375	4221	-6986	28142
90376	4286	-6979	28142
90377	4450	-6949	28142
90378	4415	-6852	28142
90379	4348	-6849	28142
90380	3901	-5427	28143
90381	-1220	-2518	28144
90382	-1220	-2518	28145
90383	-1220	-2518	28146
90384	-1220	-2518	28147
90385	-1220	-2518	28148
90386	-1220	-2518	28149
90387	-848	-3511	28150
90388	-848	-3511	28151
90389	-848	-3511	28152
90390	-848	-3511	28153
90391	-848	-3511	28154
90392	-848	-3511	28155
90393	990	1008	28156
90394	990	1008	28157
90396	990	1008	28159
90397	990	1008	28160
90399	-6903	-4841	28162
90400	-11812	1261	28163
90401	-11787	-1649	28164
90402	-11812	1261	28165
90403	-14438	474	28166
90404	-14436	473	28167
90405	-11842	1296	28168
90406	-11849	1259	28169
90407	-11828	1247	28170
90408	-14439	476	28171
90409	-9549	141	28172
90410	-9549	141	28173
90411	-14439	476	28174
90412	-14439	476	28175
90413	-14439	476	28176
90414	-4139	-4060	28177
90415	1593	-4417	28178
90416	-4965	-936	28179
90417	5081	-6417	28180
90418	5114	-6385	28180
90419	5117	-5920	28180
90420	5084	-5751	28180
90421	4982	-5384	28180
90422	4797	-5367	28180
